City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,la ronge,55.1001,-105.2842,-26.86,76,40,1.03,CA,1670288293
280,la victoria,10.2184,-67.3302,18.59,81,21,2.19,VE,1670288293
281,moose factory,51.2585,-80.6094,-15.0,78,100,5.14,CA,1670288294
282,mareeba,-17.0,145.4333,31.36,45,0,1.83,AU,1670288294
283,broken hill,-31.95,141.4333,23.04,27,92,1.39,AU,1670288295
284,korla,41.7597,86.1469,-5.26,44,100,2.03,CN,1670288295
285,aykhal,66.0,111.5,-25.95,99,100,6.74,RU,1670288295
286,port blair,11.6667,92.75,27.02,83,75,5.14,IN,1670288296
287,nouakchott,18.0858,-15.9785,20.96,60,16,3.61,MR,1670288296
288,talnakh,69.4865,88.3972,-3.77,96,100,4.28,RU,1670288297
289,huaiyin,33.5886,119.0192,4.5,41,4,1.41,CN,1670288297
290,tezu,27.9167,96.1667,16.0,41,0,1.71,IN,1670288298
291,panzhihua,26.5851,101.7128,9.74,68,0,0.24,CN,1670288298
292,blind river,46.1834,-82.9582,1.06,77,100,2.85,CA,1670288299
293,huilong,31.8111,121.655,11.07,64,4,2.66,CN,1670288299
294,mutata,7.2441,-76.4356,22.18,97,77,1.23,CO,1670288300
295,sitka,57.0531,-135.33,2.94,87,100,2.06,US,1670288144
296,wenling,28.3669,121.36,10.33,73,55,5.01,CN,1670288300
297,airai,-8.9266,125.4092,23.68,42,66,0.82,TL,1670288301
298,bayshore gardens,27.4253,-82.5904,22.21,68,9,3.05,US,1670288302
299,synya,65.3718,58.0387,-14.29,93,92,4.9,RU,1670288302
300,tugulym,57.0591,64.6425,-16.96,100,24,1.42,RU,1670288303
301,texarkana,33.4251,-94.0477,20.69,89,18,4.02,US,1670288303
302,banjar,-8.19,114.9675,29.47,66,100,0.69,ID,1670288304
303,egvekinot,66.3167,-179.1667,-9.3,86,100,12.08,RU,1670288304
304,alice town,25.7167,-79.3,24.66,71,12,6.59,BS,1670288305
305,warri,5.5167,5.75,25.67,88,79,1.5,NG,1670288305
306,nouadhibou,20.931,-17.0347,19.99,77,47,6.17,MR,1670288119
307,la baule-escoublac,47.2922,-2.364,4.81,92,100,4.63,FR,1670288306
308,torbay,47.6666,-52.7314,4.21,96,100,0.0,CA,1670288306
309,maceio,-9.6658,-35.7353,23.69,94,75,2.57,BR,1670288307
310,linjiang,41.8069,126.9078,-9.02,68,4,1.63,CN,1670288307
311,gol,60.7014,8.9457,0.53,93,100,1.29,NO,1670288308
312,phan thiet,10.9333,108.1,26.06,77,38,1.29,VN,1670288308
313,ca mau,9.1769,105.15,26.96,83,13,4.5,VN,1670288309
314,cap malheureux,-19.9842,57.6142,23.04,80,100,1.34,MU,1670288309
315,vermillion,42.7794,-96.9292,-5.03,77,98,2.44,US,1670288310
316,canmore,51.0834,-115.3521,-9.29,85,100,1.03,CA,1670288310
317,lagoa,39.05,-27.9833,15.97,78,100,11.69,PT,1670288310
318,yulara,-25.2406,130.9889,37.93,10,0,9.48,AU,1670288311
319,pecos,31.4229,-103.4932,22.7,49,0,3.6,US,1670288311
320,kharan,28.5833,65.4167,10.64,44,0,2.21,PK,1670288312
321,thunder bay,48.4001,-89.3168,-9.01,57,75,4.12,CA,1670288064
322,maturin,9.75,-63.1767,21.43,92,10,2.48,VE,1670288312
323,nabire,-3.3667,135.4833,30.0,56,46,1.83,ID,1670288313
324,esperance,-33.8667,121.9,17.97,70,100,4.27,AU,1670288313
325,acapulco,16.8634,-99.8901,25.61,79,0,2.57,MX,1670288314
326,charters towers,-20.1,146.2667,32.2,27,0,1.8,AU,1670288314
327,katsuura,35.1333,140.3,8.72,92,100,8.65,JP,1670288315
328,ajaccio,42.0,8.9167,8.03,82,75,3.09,FR,1670288315
329,manuk mangkaw,4.8,119.85,28.12,73,76,3.28,PH,1670288316
330,muros,42.7762,-9.0603,10.61,92,100,1.26,ES,1670287813
331,gondanglegi,-7.7479,112.0132,27.57,77,100,0.05,ID,1670288317
332,mporokoso,-9.3727,30.125,15.22,96,91,0.99,ZM,1670288317
333,huandacareo,19.9833,-101.2833,17.1,41,0,0.92,MX,1670288318
334,santa isabel do rio negro,-0.4139,-65.0192,24.8,87,100,0.8,BR,1670288318
335,karibib,-21.9333,15.8333,16.82,24,0,1.48,NA,1670288319
336,palu,-0.8917,119.8707,28.99,77,90,0.16,ID,1670288319
337,chicama,-7.8447,-79.1469,18.3,78,0,2.51,PE,1670288320
338,te anau,-45.4167,167.7167,11.68,80,98,1.54,NZ,1670288321
339,port elizabeth,-33.918,25.5701,15.73,89,20,4.12,ZA,1670288321
340,baykit,61.67,96.37,-15.76,95,99,2.87,RU,1670288322
341,billings,45.7833,-108.5007,-3.05,96,22,1.98,US,1670288103
342,coahuayana,18.7333,-103.6833,24.59,86,14,0.8,MX,1670288322
343,saucillo,28.0167,-105.2833,23.65,30,100,2.09,MX,1670288323
344,koroni,36.8,21.95,14.48,75,100,2.51,GR,1670288323
345,medicine hat,50.0501,-110.6683,-11.45,84,100,4.12,CA,1670288324
346,hamilton,39.1834,-84.5333,7.52,83,100,4.63,US,1670288027
347,novopokrovka,49.8425,36.5477,-6.79,46,18,3.94,UA,1670288325
348,nanzhang,31.7765,111.8386,5.58,56,95,0.59,CN,1670288325
349,anage,-14.6122,-41.1356,19.13,93,85,1.2,BR,1670288325
350,norman wells,65.282,-126.8329,-28.98,76,20,6.69,CA,1670288326
351,sept-iles,50.2001,-66.3821,1.29,75,100,4.63,CA,1670288172
352,dwarka,22.2394,68.9678,22.37,45,0,5.42,IN,1670288327
353,george,-33.963,22.4617,12.75,88,20,1.03,ZA,1670288327
354,hanmer springs,-42.5167,172.8167,22.16,32,5,4.26,NZ,1670288328
355,clyde river,70.4692,-68.5914,-9.87,100,100,1.54,CA,1670288328
356,solnechnyy,50.7214,136.6319,-16.47,78,100,1.77,RU,1670288204
357,caronport,50.4501,-105.8179,-17.89,91,100,1.77,CA,1670288329
358,glinka,54.6404,32.8781,-8.2,85,100,4.21,RU,1670288329
359,mandalgovi,45.7625,106.2708,-14.71,35,0,2.73,MN,1670288330
360,pathein,16.7833,94.7333,23.59,76,23,2.13,MM,1670288330
361,harper,4.375,-7.7169,25.56,87,100,3.02,LR,1670288331
362,kalabo,-14.97,22.6814,21.02,73,94,3.4,ZM,1670288331
363,mogadishu,2.0371,45.3438,26.48,80,24,5.14,SO,1670288332
364,vila franca do campo,37.7167,-25.4333,17.23,84,42,3.41,PT,1670288332
365,coihaique,-45.5752,-72.0662,10.97,54,75,4.12,CL,1670288333
366,thinadhoo,0.5333,72.9333,27.24,75,75,3.35,MV,1670288333
367,salinas,36.6777,-121.6555,13.45,75,1,1.3,US,1670288334
368,nanortalik,60.1432,-45.2371,1.56,78,100,7.08,GL,1670288334
369,thompson,55.7435,-97.8558,-30.91,69,0,3.09,CA,1670288335
370,port lincoln,-34.7333,135.8667,18.04,61,100,5.13,AU,1670288335
371,ikot ekpene,5.1794,7.7108,24.53,92,100,1.49,NG,1670288335
372,nishihara,26.1842,127.7558,18.6,82,75,8.23,JP,1670288336
373,ishigaki,24.3448,124.1572,20.07,83,75,9.26,JP,1670288336
374,tecoanapa,16.5167,-98.75,26.13,74,0,2.71,MX,1670288337
375,safaga,26.7292,33.9365,19.45,57,0,8.94,EG,1670288337
376,pointe-noire,-4.7761,11.8635,24.04,94,20,2.57,CG,1670288338
377,jutai,-5.1833,-68.9,24.8,84,100,0.89,BR,1670288338
378,souillac,-20.5167,57.5167,24.21,83,75,4.63,MU,1670288339
379,lermontovka,47.1453,134.3383,-13.93,81,24,3.98,RU,1670288339
380,ampere,-25.915,-53.4728,20.51,93,7,1.11,BR,1670288340
381,tura,25.5198,90.2201,15.25,85,0,1.66,IN,1670288340
382,ahipara,-35.1667,173.1667,19.76,71,100,4.25,NZ,1670288341
383,caravelas,-17.7125,-39.2481,22.37,87,100,2.61,BR,1670288341
384,abashiri,44.0213,144.2697,-1.7,68,20,2.57,JP,1670288342
385,ternate,0.8,127.4,28.23,71,82,1.32,ID,1670288342
386,neiafu,-18.65,-173.9833,31.38,66,20,3.6,TO,1670288343
387,acarau,-2.8856,-40.12,26.39,78,7,7.6,BR,1670288343
388,caborca,30.5838,-111.101,18.47,49,0,3.04,MX,1670288344
389,comodoro rivadavia,-45.8667,-67.5,20.92,30,0,12.35,AR,1670288344
390,cabanas,22.9758,-82.9219,22.96,72,0,4.39,CU,1670288345
391,ucluelet,48.9329,-125.5528,4.49,85,100,0.9,CA,1670288345
392,highview,38.1428,-85.6241,7.21,94,100,2.06,US,1670288346
393,pampa,35.5362,-100.9599,15.87,47,0,4.12,US,1670288346
394,kushima,31.4583,131.2333,11.28,72,0,3.84,JP,1670288347
395,grand-santi,4.25,-54.3833,22.37,84,100,0.7,GF,1670288347
396,kerrville,30.0474,-99.1403,19.12,95,100,2.06,US,1670288176
397,terdal,16.5,75.05,18.35,49,18,2.88,IN,1670288348
398,zilair,52.2332,57.4392,-18.27,95,83,4.31,RU,1670288349
399,qiyang,26.5911,111.8474,5.54,78,100,1.36,CN,1670288349
400,maragogi,-9.0122,-35.2225,24.36,86,3,3.96,BR,1670288350
401,olival,41.0502,-8.5442,10.1,91,96,1.14,PT,1670288116
402,kununurra,-15.7667,128.7333,32.99,70,40,2.06,AU,1670288094
403,north bend,43.4065,-124.2243,8.98,99,47,1.03,US,1670288351
404,isangel,-19.55,169.2667,31.06,74,20,1.54,VU,1670288351
405,labuan,5.2767,115.2417,27.2,94,40,0.0,MY,1670288352
406,puri,19.8,85.85,16.29,59,1,3.62,IN,1670288353
407,opuwo,-18.0607,13.84,19.51,37,2,1.93,NA,1670288353
408,kamaishi,39.2667,141.8833,4.43,89,100,1.93,JP,1670288353
409,skorodnoye,51.071,37.2276,-8.47,57,34,3.11,RU,1670288354
410,marawi,7.9986,124.2928,24.87,73,100,1.14,PH,1670288355
411,penzance,50.1186,-5.5371,8.38,84,97,8.41,GB,1670288355
412,acajutla,13.5928,-89.8275,25.5,71,44,1.12,SV,1670288356
413,cartagena,10.3997,-75.5144,26.79,78,75,1.54,CO,1670288118
414,mayo,38.8876,-76.5119,6.08,77,0,0.0,US,1670288357
415,petauke,-14.2426,31.3253,20.67,65,100,1.67,ZM,1670288357
416,rawson,-43.3002,-65.1023,21.98,41,30,5.62,AR,1670288358
417,terrace,54.5163,-128.6035,-9.05,62,20,2.57,CA,1670288358
418,tucuman,-26.8241,-65.2226,30.0,42,75,1.03,AR,1670288274
419,plettenberg bay,-34.0527,23.3716,15.39,75,100,2.38,ZA,1670288359
420,marzuq,14.4,46.4667,14.32,58,11,1.68,YE,1670288360
421,broome,42.2506,-75.833,3.71,65,85,0.89,US,1670288360
422,susanville,40.4163,-120.653,2.12,94,100,3.58,US,1670288361
423,abu samrah,35.3029,37.1841,11.15,75,2,1.53,SY,1670288361
424,roald,62.5833,6.1333,5.42,87,100,2.57,NO,1670288362
425,cocobeach,1.0002,9.5823,26.7,82,100,0.97,GA,1670288362
426,longonjo,-12.9067,15.2533,16.66,92,86,1.13,AO,1670288363
427,olafsvik,64.8945,-23.7142,4.04,74,22,0.81,IS,1670288363
428,aosta,45.7667,7.4167,-3.39,82,0,0.45,IT,1670288364
429,soyo,-6.1349,12.3689,25.97,86,100,3.53,AO,1670288364
430,bure,10.7,37.0667,12.7,46,6,2.08,ET,1670288365
431,batticaloa,7.7102,81.6924,25.03,83,100,3.72,LK,1670288365
432,mount isa,-20.7333,139.5,35.87,23,0,4.63,AU,1670288295
433,sabla,12.7525,4.7077,22.98,15,100,4.53,NG,1670288366
434,carutapera,-1.195,-46.02,25.93,82,80,3.49,BR,1670288366
435,bud,39.447,-86.1758,7.01,77,100,3.19,US,1670288367
436,starychi,49.98,23.5585,-0.3,94,97,4.17,UA,1670288367
437,bubaque,11.2833,-15.8333,27.05,71,10,4.01,GW,1670288368
438,bac lieu,9.285,105.7244,27.25,82,10,6.68,VN,1670288369
439,oranjemund,-28.55,16.4333,15.71,84,93,6.8,NA,1670288369
440,bethanien,-26.502,17.1583,14.6,49,2,2.73,NA,1670288370
441,vila,42.0304,-8.1588,5.49,92,100,1.28,PT,1670288370
442,adrar,20.5022,-10.0711,22.76,29,39,0.49,MR,1670288370
443,tabory,58.5198,64.5495,-20.48,100,53,1.48,RU,1670288371
444,peachland,49.7665,-119.7357,-4.34,97,99,0.69,CA,1670288371
445,leshukonskoye,64.8989,45.7622,-11.08,94,100,4.1,RU,1670288372
446,half moon bay,37.4636,-122.4286,14.03,82,0,2.57,US,1670288372
447,fez,34.0372,-4.9998,16.14,67,75,6.17,MA,1670288373
448,gambela,8.25,34.5833,23.93,66,12,1.46,ET,1670288373
449,murovane,49.5214,22.9367,4.84,91,100,2.13,UA,1670288374
450,trinidad,-14.8333,-64.9,23.32,91,100,1.93,BO,1670288374
451,le moule,16.3332,-61.3473,24.02,77,46,4.62,GP,1670288153
452,hualmay,-11.0964,-77.6139,19.15,85,73,3.19,PE,1670288375
453,shubarshi,48.5872,57.1869,-12.15,97,80,2.27,KZ,1670288375
454,russell,32.3502,-85.1999,18.34,82,20,1.54,US,1670288376
455,gazanjyk,39.2446,55.5154,-4.43,51,0,4.05,TM,1670288376
456,severnyy,50.677,36.5532,-10.98,79,0,5.0,RU,1670288376
457,rancharia,-22.2292,-50.8931,22.59,83,100,1.8,BR,1670288377
458,zhanaozen,43.3,52.8,-8.53,50,0,0.29,KZ,1670288377
459,salon-de-provence,43.6407,5.0954,4.35,97,0,4.63,FR,1670288378
460,laguna,38.421,-121.4238,14.08,73,75,2.06,US,1670288378
461,tibati,6.4667,12.6333,20.14,27,100,1.32,CM,1670288379
462,benevides,-1.3614,-48.2447,23.89,97,100,0.99,BR,1670288379
463,kahului,20.8947,-156.47,27.2,83,99,4.92,US,1670288380
464,vanavara,60.34,102.2797,-12.36,91,100,4.82,RU,1670288380
465,drayton valley,53.2168,-114.9854,-16.64,87,100,3.67,CA,1670288381
466,dubbo,-32.25,148.6167,22.07,33,0,4.63,AU,1670288148
467,finnsnes,69.2296,17.9811,1.34,99,100,4.61,NO,1670288381
468,porto seguro,-16.4497,-39.0647,23.29,83,75,6.69,BR,1670288382
469,ayr,55.4627,-4.6339,2.4,93,75,1.54,GB,1670288375
470,pestovo,58.5938,35.8024,-9.29,85,100,3.36,RU,1670288382
471,saint-felicien,48.6501,-72.4491,1.38,69,100,2.57,CA,1670288383
472,bull savanna,17.8868,-77.5902,22.63,74,1,4.89,JM,1670288383
473,saint-joseph,-21.3667,55.6167,22.21,82,100,4.65,RE,1670288384
474,buin,-33.7333,-70.75,25.79,43,0,1.54,CL,1670288384
475,loncoche,-39.3667,-72.6333,14.12,88,77,0.78,CL,1670288385
476,jinchang,38.4953,102.1739,-4.69,57,77,0.41,CN,1670288385
477,maneadero,31.7167,-116.5667,14.5,81,18,0.89,MX,1670288386
478,ngunguru,-35.6167,174.5,18.43,76,100,3.53,NZ,1670288386
479,ngama,11.7833,17.1667,24.43,16,26,6.18,TD,1670288126
480,fairlie,55.756,-4.8556,2.88,74,92,2.52,GB,1670288387
481,santa cruz das palmeiras,-21.8269,-47.2486,20.63,94,75,1.03,BR,1670288387
482,bayangol,50.6977,103.4656,-25.52,97,99,1.43,RU,1670288388
483,mitsamiouli,-11.3847,43.2844,26.28,81,45,4.48,KM,1670288388
484,parchim,53.4263,11.8488,0.95,99,100,2.0,DE,1670288388
485,grindavik,63.8424,-22.4338,-0.74,100,12,2.57,IS,1670288389
486,bang saphan,11.2126,99.5117,24.98,93,39,3.45,TH,1670288389
487,swan hill,-35.3378,143.5544,21.02,39,12,2.94,AU,1670288390
488,mubi,10.2676,13.2644,20.68,21,85,0.57,NG,1670288390
489,beltinci,46.6053,16.2406,6.15,97,91,2.57,SI,1670288391
490,boddam,57.4667,-1.7833,6.38,69,100,9.84,GB,1670288391
491,ulaangom,49.9811,92.0667,-27.59,90,29,1.0,MN,1670288138
492,saldanha,-33.0117,17.9442,13.03,80,30,6.24,ZA,1670288392
493,cairns,-16.9167,145.7667,33.93,41,0,2.06,AU,1670288392
494,venado tuerto,-33.7456,-61.9688,29.31,19,0,3.53,AR,1670288393
495,timizart,36.8,4.2667,13.57,47,100,5.23,DZ,1670288393
496,tambacounda,13.7539,-13.7586,26.03,57,0,1.03,SN,1670288394
497,alice springs,-23.7,133.8833,36.75,9,3,9.26,AU,1670288394
498,bakel,14.905,-12.4568,24.8,49,48,3.0,SN,1670288395
499,quelimane,-17.8786,36.8883,26.97,83,20,4.63,MZ,1670288395
500,rio cuarto,-33.1307,-64.3499,30.87,23,0,4.12,AR,1670288154
501,fortuna,40.5982,-124.1573,10.55,90,75,0.45,US,1670288396
502,tazovskiy,67.4667,78.7,-9.53,94,100,6.16,RU,1670288396
503,pierre,44.3683,-100.351,-7.3,79,64,2.24,US,1670288103
504,tual,-5.6667,132.75,28.24,70,88,3.78,ID,1670288397
505,beisfjord,68.3751,17.5988,3.36,98,100,2.65,NO,1670288398
506,jalu,29.0331,21.5482,16.68,37,36,3.41,LY,1670288398
507,oyugis,-0.509,34.7358,16.35,74,100,1.97,KE,1670288399
508,bolivar,37.6145,-93.4105,9.76,95,100,1.21,US,1670288370
509,barra do garcas,-15.89,-52.2567,22.18,87,100,1.82,BR,1670288387
510,tshikapa,-6.4167,20.8,17.93,97,100,0.98,CD,1670288399
511,ritchie,-29.038,24.6028,12.56,33,20,3.01,ZA,1670288400
512,mackenzie,55.2999,-123.1698,-10.88,79,100,1.03,CA,1670288400
513,elizabeth city,36.2946,-76.2511,8.34,92,100,2.53,US,1670288401
514,ilebo,-4.3167,20.5833,20.62,97,97,0.37,CD,1670288402
515,chadiza,-14.0678,32.4392,22.28,61,100,1.24,ZM,1670288403
516,mana,5.6592,-53.7767,24.65,90,100,3.64,GF,1670288403
517,nimes,43.8333,4.35,4.66,87,0,2.57,FR,1670288404
518,okato,-39.2,173.8833,15.94,62,100,3.62,NZ,1670288405
519,utete,-7.986,38.758,22.01,98,100,0.4,TZ,1670288406
520,nexo,55.0607,15.1306,3.05,94,100,0.77,DK,1670288407
521,puerto escondido,15.85,-97.0667,25.29,67,0,1.35,MX,1670288129
522,agustin codazzi,10.0341,-73.2361,23.88,75,90,1.58,CO,1670288408
523,asuncion,-25.3007,-57.6359,29.94,62,20,3.09,PY,1670288284
524,pavlodar,52.3,76.95,-27.11,76,75,2.0,KZ,1670288409
525,neya,58.2972,43.8681,-11.42,92,100,2.75,RU,1670288410
526,talara,-4.5772,-81.2719,22.42,73,40,4.63,PE,1670288410
527,sinegorye,62.0788,150.477,-36.84,90,8,1.43,RU,1670288413
528,xiamen,24.4798,118.0819,17.36,67,75,6.0,CN,1670288122
529,kiunga,-6.1219,141.2906,26.79,84,100,1.1,PG,1670288413
530,bayburt,40.2589,40.2278,-0.48,86,74,0.15,TR,1670288415
531,lima,-12.0432,-77.0282,20.5,76,40,3.6,PE,1670288100
532,salinopolis,-0.6136,-47.3561,26.86,77,100,4.82,BR,1670288415
533,flin flon,54.7682,-101.865,-24.76,94,100,2.91,CA,1670288416
534,honningsvag,70.9821,25.9704,2.86,81,100,3.6,NO,1670288417
535,leningradskiy,69.3833,178.4167,-26.39,93,62,1.62,RU,1670288417
536,manay,7.215,126.5397,28.93,69,43,3.25,PH,1670288418
537,hisor,38.525,68.5512,-1.14,90,100,0.5,TJ,1670288418
538,tres lagoas,-20.7511,-51.6783,23.36,81,100,2.11,BR,1670288419
539,vyartsilya,62.1764,30.693,-3.55,100,100,3.81,RU,1670288420
540,west wendover,40.7391,-114.0733,0.57,89,92,1.24,US,1670288420
541,san quintin,30.4833,-115.95,15.94,74,0,8.01,MX,1670288421
542,san patricio,28.017,-97.5169,23.05,86,46,5.62,US,1670288421
543,karratha,-20.7377,116.8463,33.51,28,10,5.78,AU,1670288422
544,cabatuan,10.8794,122.486,26.94,79,16,6.12,PH,1670288423
545,edendale,-29.6528,30.3147,14.79,91,100,0.56,ZA,1670288423
546,algiers,36.7525,3.042,20.9,35,40,1.03,DZ,1670288358
547,sitrah,26.1547,50.6206,23.0,78,0,1.54,BH,1670288424
548,galveston,29.3669,-94.9669,23.33,92,100,3.6,US,1670288425
549,acari,-15.4311,-74.6158,21.26,75,99,1.39,PE,1670288425
550,yuxia,34.0615,108.6291,4.69,50,81,0.23,CN,1670288426
551,naze,28.3667,129.4833,15.29,68,100,7.48,JP,1670288427
552,gao,16.6362,1.637,25.32,16,100,5.09,ML,1670288427
553,tongliao,43.6125,122.2653,-9.66,41,0,5.46,CN,1670288428
554,nuuk,64.1835,-51.7216,3.37,73,100,13.18,GL,1670288428
555,makakilo city,21.3469,-158.0858,25.87,68,64,2.85,US,1670288429
556,veraval,20.9,70.3667,20.97,42,0,5.21,IN,1670288429
557,sisimiut,66.9395,-53.6735,1.14,74,100,5.92,GL,1670288430
558,hamina,60.5697,27.1979,-2.4,96,100,5.72,FI,1670288431
559,killybegs,54.6333,-8.45,4.09,84,7,4.39,IE,1670288431
560,guane,22.2025,-84.0875,21.5,78,6,1.58,CU,1670288432
561,pemangkat,1.1667,108.9667,26.65,82,100,1.77,ID,1670288432
